Site Number,Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type
"1,983",Oughtonhead,TL16903030,"516,900","230,300",,England,4,4,"2,006","2,009",UKBMS
"1,984",Pryors Wood,TL26502650,"526,500","226,500","1,400",England,5,10,"2,006","2,015",UKBMS
"1,985",Regents Canal,TQ36308240,"536,300","182,400",,England,,4,"2,001","2,009",UKBMS
"1,987",Kenwood Estate,TQ27108740,"527,100","187,400","2,350",England,13,9,"2,005","2,014",UKBMS
"1,989",Bishops Stortford Southern Country Park,TL47301930,"547,300","219,300","1,800",England,9,10,"2,006","2,015",UKBMS
"1,990",Sherrards Park Reddings,TL230135,"523,000","213,500",,England,5,3,"2,006","2,009",UKBMS
"1,991",Perivale Wood,TQ15908370,"515,900","183,700","1,210",England,10,11,"2,005","2,015",UKBMS
"1,992",Wood Lane Pirton,TL145310,"514,500","231,000",,England,5,8,"2,008","2,015",UKBMS
"1,993",Mardley Heath,TL24801840,"524,800","218,400","2,480",England,10,9,"2,006","2,015",UKBMS
"1,994",Northaw Great Wood Bridleway,TL28500430,"528,500","204,300",,England,9,4,"2,006","2,010",UKBMS
"1,995",Camley Street Natural Park,TQ299834,"529,900","183,400",425,England,13,2,"2,010","2,011",UKBMS
"1,997",Tring Park (new),SP930105,"493,000","210,500",,England,3,5,"2,006","2,010",UKBMS
"1,998",Templewood (new),TL23501430,"523,500","214,300",,England,7,9,"2,007","2,015",UKBMS
"1,999",Bencroft Wood,TL335065,"533,500","206,500",400,England,1,8,"2,008","2,015",UKBMS
"2,000",Ashtead Common A,TQ180594,"518,000","159,400","1,500",England,5,16,"1,992","2,008",UKBMS
"2,001",Banstead Downs,TQ25706140,"525,700","161,400","1,800",England,7,30,"1,986","2,015",UKBMS
"2,003","Box Hill, Dukes",TQ18505100,"518,500","151,000","1,740",England,7,15,"1,994","2,015",UKBMS
"2,004","Box Hill, Viewpoint",TQ180510,"518,000","151,000","1,720",England,9,21,"1,994","2,015",UKBMS
"2,006","Box Hill, Zig Zag",TQ17705200,"517,700","152,000","1,985",England,8,20,"1,994","2,015",UKBMS
"2,007",Brentmoor Heath,SU93606120,"493,600","161,200","2,229",England,11,21,"1,990","2,015",UKBMS
"2,008",Coulsdon Common,TQ320570,"532,000","157,000","2,592",England,15,26,"1,990","2,015",UKBMS
"2,010",Denbies Hillside,TQ150501,"515,000","150,100",991,England,8,28,"1,988","2,015",UKBMS
"2,011",Denbies Landbarn,TQ13504980,"513,500","149,800","1,165",England,8,8,"2,000","2,008",UKBMS
"2,012",Earlswood Common,TQ27304860,"527,300","148,600","2,630",England,5,7,"1,997","2,003",UKBMS
"2,013",Farthing Downs,TQ300575,"530,000","157,500","2,728",England,15,26,"1,990","2,015",UKBMS
"2,014",Hackhurst Down,TQ09404840,"509,400","148,400",661,England,8,27,"1,988","2,015",UKBMS
"2,015",Headley Heath,TQ19505330,"519,500","153,300","1,498",England,10,25,"1,990","2,015",UKBMS
"2,016",Headley Warren,TQ190540,"519,000","154,000","1,750",England,7,11,"2,000","2,010",UKBMS
"2,017",Hutchinson's Bank,TQ380617,"538,000","161,700","3,400",England,6,19,"1,997","2,015",UKBMS
"2,018",Juniper Hill,TQ22205720,"522,200","157,200","1,965",England,9,11,"2,000","2,015",UKBMS
"2,019",Kenley Common,TQ330587,"533,000","158,700","4,097",England,15,25,"1,990","2,015",UKBMS
"2,020",Mitcham Common A,TQ28506800,"528,500","168,000","3,356",England,11,21,"1,994","2,015",UKBMS
"2,021",Mitcham Common B,TQ29606760,"529,600","167,600","4,033",England,13,19,"1,994","2,012",UKBMS
"2,022",Mynthurst,TQ22804540,"522,800","145,400","2,500",England,9,1,"2,000","2,000",UKBMS
"2,024",Oaken Wood,SU990338,"499,000","133,800","1,500",England,10,20,"1,995","2,015",UKBMS
"2,025","Oxted Downs, Grangers Hill",TQ37505420,"537,500","154,200","1,250",England,12,10,"2,000","2,009",UKBMS
"2,026","Oxted Downs, Whistlers Steep",TQ38505420,"538,500","154,200","1,380",England,7,12,"2,000","2,011",UKBMS
"2,027",Park Downs,TQ26505850,"526,500","158,500","3,250",England,8,18,"1,998","2,015",UKBMS
"2,028",Riddlesdown,TQ330601,"533,000","160,100","2,480",England,15,26,"1,990","2,015",UKBMS
"2,031",Sheepleas,TQ08805150,"508,800","151,500","3,550",England,10,15,"1,992","2,006",UKBMS
"2,032",South Norwood,TQ35206840,"535,200","168,400","3,150",England,6,18,"1,998","2,015",UKBMS
"2,033",Wallis Wood,TQ12103880,"512,100","138,800",375,England,11,2,"2,000","2,001",UKBMS
"2,034",White Down,TQ10304870,"510,300","148,700",655,England,8,18,"1,988","2,006",UKBMS
"2,035",Wingate Hill,TQ26605240,"526,600","152,400","2,150",England,6,10,"2,000","2,009",UKBMS
"2,037",Nore Hill,TQ37705730,"537,700","157,300","1,900",England,10,16,"2,000","2,015",UKBMS
"2,038",Cole Kitchen,TQ08504880,"508,500","148,800",711,England,7,8,"2,000","2,009",UKBMS
"2,039",Chapel Bank,TQ38206150,"538,200","161,500","2,383",England,6,8,"1,997","2,015",UKBMS
"2,040",Wandsworth Common Woodland,TQ27207340,"527,200","173,400",,England,12,5,"1,999","2,003",UKBMS
"2,041",London Wetland Centre,TQ22807700,"522,800","177,000",,England,10,20,"1,996","2,015",UKBMS
"2,042",Riddlesdown Quarry,TQ33805940,"533,800","159,400",930,England,6,16,"2,000","2,015",UKBMS
"2,043",Chobham Common,SU97406330,"497,400","163,300","2,120",England,10,14,"2,002","2,015",UKBMS
"2,044",Happy Valley,TQ30905670,"530,900","156,700","3,248",England,13,16,"2,000","2,015",UKBMS
"2,045",Howell Hill,TQ23906190,"523,900","161,900","1,820",England,8,13,"2,002","2,014",UKBMS
"2,046",Lingfield Wildlife Area and Centenary Fields,TQ38704420,"538,700","144,200",,England,8,11,"2,002","2,012",UKBMS
"2,047",Swan Barn Farm,SU91303270,"491,300","132,700","2,405",England,15,14,"2,002","2,015",UKBMS
"2,048",Featherbed Lane Roadside verge  The Gallops,TQ37606210,"537,600","162,100","1,372",England,1,7,"1,999","2,007",UKBMS
"2,049",Ashtead Common B,TQ17905920,"517,900","159,200","1,899",England,8,14,"2,002","2,015",UKBMS
"2,050",Frensham Common (Little Pond),SU85504180,"485,500","141,800","3,000",England,6,6,"2,005","2,015",UKBMS
"2,051",Farnham Park,SU84304800,"484,300","148,000","1,580",England,6,11,"2,004","2,015",UKBMS
"2,052",Chobhan Common North-east,SU97706550,"497,700","165,500",,England,11,12,"2,004","2,015",UKBMS
"2,053",Denbies Landbarn B,TQ13504990,"513,500","149,900","2,000",England,10,14,"2,002","2,015",UKBMS
"2,054",FD New Hill,TQ30505780,"530,500","157,800","3,183",England,15,12,"2,003","2,015",UKBMS
"2,055",Richmond Park,TQ190730,"519,000","173,000","2,701",England,8,13,"2,003","2,015",UKBMS
"2,056",Pewley Down,TQ00904890,"500,900","148,900","1,600",England,11,11,"2,005","2,015",UKBMS
"2,057",Wimbledon Common,TQ220720,"522,000","172,000","1,817",England,10,10,"2,005","2,014",UKBMS
"2,058",Witley,SU92804050,"492,800","140,500","2,500",England,7,11,"2,005","2,015",UKBMS
"2,059",Prey Heath trial,SU99305540,"499,300","155,400","1,920",England,15,9,"2,006","2,014",UKBMS
"2,060",Smarts Heath trial,SU98305550,"498,300","155,500","1,920",England,15,9,"2,006","2,014",UKBMS
"2,061",Fairmile Common,TQ12406160,"512,400","161,600",,England,7,10,"2,006","2,015",UKBMS
"2,062",Roundshaw Downs,TQ30906290,"530,900","162,900","1,895",England,7,9,"2,007","2,015",UKBMS
"2,063",Devils Punch Bowl,SU891373,"489,100","137,300","2,120",England,15,2,"2,008","2,010",UKBMS
"2,064",Frensham Common,SU844403,"484,400","140,300","1,900",England,11,4,"2,008","2,011",UKBMS
"2,065",Bealeswood Common,SU823409,"482,300","140,900","1,143",England,7,8,"2,008","2,015",UKBMS
"2,066",Quarry Hangers Nature Reserve,TQ319536,"531,900","153,600","2,265",England,12,8,"2,008","2,015",UKBMS
"2,067",Epsom Common,TQ189605,"518,900","160,500","2,594",England,11,7,"2,009","2,015",UKBMS
"2,068",Nower Wood,TQ195547,"519,500","154,700",,England,10,6,"2,010","2,015",UKBMS
"2,069",Frensham (2009),SU859415,"485,900","141,500","3,338",England,15,2,"2,009","2,010",UKBMS
"2,070",Hindhead Common,SU894351,"489,400","135,100","3,500",England,12,2,"2,009","2,010",UKBMS
"2,071",Spring Park,TQ379647,"537,900","164,700",500,England,15,15,"2,000","2,015",UKBMS
"2,072",Sydenham Hill Wood LNR,TQ340724,"534,000","172,400","1,860",England,11,5,"2,010","2,015",UKBMS
"2,073",Horton Country Park,TQ187620,"518,700","162,000",,England,11,4,"2,010","2,015",UKBMS
"2,074",Betchworth Quarry Nature Reserve,TQ204514,"520,400","151,400",960,England,6,5,"2,011","2,015",UKBMS
"2,075",Holmwood Common,TQ177459,"517,700","145,900","3,215",England,12,6,"2,010","2,015",UKBMS
"2,077",Brockham Lime Kilns,TQ197510,"519,700","151,000",,England,,3,"2,013","2,015",UKBMS
"2,078",Hydon Heath,SU979399,"497,900","139,900","2,050",England,6,2,"2,013","2,014",UKBMS
"2,079",Thursley Common,SU905400,"490,500","140,000",,England,,3,"2,013","2,015",UKBMS
"2,080",Blatchford Down,TQ103485,"510,300","148,500",,England,,3,"2,013","2,015",UKBMS
"2,081",Lingfield Wildlife Area B,TQ387442,"538,700","144,200",,England,,3,"2,013","2,015",UKBMS
"2,082","Hogsmill LNR, Ewell",TQ209636,"520,900","163,600","3,331",England,10,2,"2,014","2,015",UKBMS
"2,083","Warren Farm, Ewell",TQ233630,"523,300","163,000","2,705",England,8,2,"2,014","2,015",UKBMS
"2,084","Hill Park, Tatsfield",TQ422560,"542,200","156,000","1,500",England,9,1,"2,014","2,014",UKBMS
"2,085","Norbury Park grassland, Fetcham",TQ153539,"515,300","153,900","1,580",England,10,2,"2,014","2,015",UKBMS
"2,086","Norbury Park woodland, Fetcham",TQ151538,"515,100","153,800",775,England,7,2,"2,014","2,015",UKBMS
"2,087","Priest Hill, Ewell",TQ230613,"523,000","161,300","2,115",England,10,2,"2,014","2,015",UKBMS
"2,088",Morden Hall Park,TQ261688,"526,100","168,800","2,040",England,12,2,"2,014","2,015",UKBMS
"2,089","Dollypers Hill, Coulsdon/Kenley",TQ315584,"531,500","158,400","1,000",England,10,2,"2,014","2,015",UKBMS
"2,090","Tice's Meadow, Badshot Lea",SU869488,"486,900","148,800","1,500",England,6,2,"2,014","2,015",UKBMS
"2,091","Runnymede, Egham",TQ004718,"500,400","171,800","2,000",England,8,1,"2,014","2,014",UKBMS
"2,092",Sheepleas (2015 route),TQ087517,"508,700","151,700","3,000",England,12,1,"2,015","2,015",UKBMS
"2,093","Hill Park, Tatsfield (2015 route)",TQ422560,"542,200","156,000","1,990",England,10,1,"2,015","2,015",UKBMS
"2,094","Royal and Bagmoor Commons, Elstead",SU924423,"492,400","142,300","2,421",England,7,1,"2,015","2,015",UKBMS
"2,095",Newlands Corner West,TQ039491,"503,900","149,100","2,100",England,11,1,"2,015","2,015",UKBMS
"2,096",Newlands Corner East,TQ046490,"504,600","149,000","1,750",England,10,1,"2,015","2,015",UKBMS
"2,097",Ashtead Common North,TQ175602,"517,500","160,200","1,770",England,8,1,"2,015","2,015",UKBMS
"2,098",Tooting Common,TQ292723,"529,200","172,300","2,680",England,12,1,"2,015","2,015",UKBMS
"2,099","West End Farm, Frensham",SU826424,"482,600","142,400","1,820",England,10,1,"2,015","2,015",UKBMS
"2,100",Finham Brook,SP290726,"429,000","272,600",,England,1,1,"2,000","2,000",UKBMS
"2,104",Ryton Wood East,SP38507260,"438,500","272,600","2,100",England,8,21,"1,995","2,015",UKBMS
"2,105",Ryton Wood North,SP38307280,"438,300","272,800",849,England,5,25,"1,991","2,015",UKBMS
"2,106",Ryton Wood West,SP37607220,"437,600","272,200","1,598",England,6,18,"1,998","2,015",UKBMS
"2,107",Stockton Cutting,SP43806490,"443,800","264,900",850,England,8,5,"2,000","2,006",UKBMS
"2,109",Wolfhampcote Cutting,SP52506420,"452,500","264,200","1,200",England,1,9,"1,998","2,006",UKBMS
"2,110",Newdigate Pit,SP33808690,"433,800","286,900",,England,1,13,"1,999","2,012",UKBMS
"2,113",Navigation Cutting,SP52306860,"452,300","268,600","1,200",England,1,7,"1,998","2,004",UKBMS
"2,114",Malpass Spoilbank,SP48707590,"448,700","275,900",,England,1,10,"1,998","2,007",UKBMS
"2,115",Ryton Wood & Pool PH Walk,SP38107270,"438,100","272,700","1,500",England,5,26,"1,990","2,015",UKBMS
"2,116",Sutton Park Trans 1,SP10309770,"410,300","297,700",,England,6,6,"1,998","2,006",UKBMS
"2,117",Sutton Park Trans 2,SP10509750,"410,500","297,500",,England,5,6,"1,998","2,006",UKBMS
"2,118",Whitacre Heath NR,SP20809300,"420,800","293,000",,England,8,10,"2,003","2,012",UKBMS
"2,119",Windmill Blast Bank,SP33509360,"433,500","293,600",,England,10,8,"2,003","2,010",UKBMS
"2,120",Windmill Hill Community Nature Area,SP340935,"434,000","293,500",515,England,7,10,"2,003","2,012",UKBMS
"2,121",Windmill Spoilheap,SP33709390,"433,700","293,900",,England,5,10,"2,003","2,012",UKBMS
"2,122",Horticulture Research Int.,SP26805680,"426,800","256,800","1,565",England,6,10,"2,002","2,011",UKBMS
"2,123",Ryton Wood North PH walk,SP38407280,"438,400","272,800",535,England,3,24,"1,992","2,015",UKBMS
"2,124",Ryton Wood Landfill 1,SP37907280,"437,900","272,800","1,362",England,2,2,"2,002","2,003",UKBMS
"2,125",Oversley Wood,SP10805650,"410,800","256,500",,England,8,16,"2,000","2,015",UKBMS
"2,126",Parliament Piece,SP290730,"429,000","273,000",,England,1,1,"2,000","2,000",UKBMS
"2,127",Snitterfield Bushes,SP200603,"420,000","260,300",,England,8,17,"1,999","2,015",UKBMS
"2,128",Wappenbury Wood,SP37707090,"437,700","270,900",,England,5,4,"1,999","2,002",UKBMS
"2,129",Wappenbury Wood 1,SP37707090,"437,700","270,900",,England,1,1,"2,003","2,003",UKBMS
"2,130",Wolford Wood,SP23903350,"423,900","233,500",,England,5,2,"1,999","2,000",UKBMS
"2,131",Ryton Meadows,SP37807280,"437,800","272,800","2,531",England,6,26,"1,990","2,015",UKBMS
"2,132",Baddesley Spoilheap,SP27309760,"427,300","297,600",972,England,5,10,"2,006","2,015",UKBMS
"2,133",Ryton Meadows (Species),SP380728,"438,000","272,800",335,England,1,11,"2,005","2,015",UKBMS
"2,134",Ryton Wood (Purple Emperor),SP38207260,"438,200","272,600",20,England,4,10,"2,005","2,015",UKBMS
"2,135",Leam Valley Reserve,SP336652,"433,600","265,200","2,070",England,8,3,"2,013","2,015",UKBMS
"2,136",Harbury Spoilbank,SP38505980,"438,500","259,800","1,300",England,5,10,"2,006","2,015",UKBMS
"2,200",Avon Heath Country Park North,SU12700370,"412,700","103,700","5,295",England,13,16,"1,992","2,009",UKBMS
"2,201",Avon Heath Country Park South,SU12500150,"412,500","101,500","2,525",England,7,15,"1,992","2,007",UKBMS
"2,202",Badbury Rings (NT),ST96300300,"396,300","103,000","3,303",England,14,24,"1,992","2,015",UKBMS
"2,204",Bracketts Coppice (DTNC),ST51600710,"351,600","107,100","2,861",England,15,15,"1,994","2,013",UKBMS
"2,205",Cashmoor,ST98601420,"398,600","114,200","2,556",England,5,2,"1,999","2,000",UKBMS
"2,206",Cerne Abbas Giant,ST66700170,"366,700","101,700","3,715",England,11,22,"1,994","2,015",UKBMS
"2,207",Clubmens Down (NT),ST88401870,"388,400","118,700","2,324",England,9,25,"1,991","2,015",UKBMS
"2,208",Corfe Castle Mound,SY95908230,"395,900","82,300",700,England,3,4,"2,007","2,010",UKBMS
"2,209","Corfe, West Hill",SY95608240,"395,600","82,400","1,100",England,5,8,"2,007","2,015",UKBMS
"2,210",Deadmoor Common,ST75101110,"375,100","111,100","2,900",England,13,19,"1,994","2,015",UKBMS
"2,211",Duncliffe Wood (WT),ST820223,"382,000","122,300","4,000",England,8,30,"1,986","2,015",UKBMS
"2,212",Durlston Country Park East,SZ02907720,"402,900","77,200","3,625",England,8,23,"1,992","2,015",UKBMS
"2,213",Durlston Country Park West,SZ02707700,"402,700","77,000","1,580",England,8,23,"1,992","2,015",UKBMS
"2,214",Fifehead Magdafen Wood (WT),ST77802170,"377,800","121,700","1,964",England,5,24,"1,986","2,015",UKBMS
"2,215",Garston Wood (RSPB),SU00201910,"400,200","119,100","2,155",England,9,13,"2,001","2,015",UKBMS
"2,219",Hethfelton Wood,SY85708800,"385,700","88,000","3,680",England,7,15,"2,000","2,015",UKBMS
"2,220",Higher Hyde Heath (DTNC),SY85509040,"385,500","90,400","2,130",England,7,6,"1,994","2,005",UKBMS
"2,221",Hod Hill (NT),ST85501060,"385,500","110,600","2,781",England,12,17,"1,999","2,015",UKBMS
"2,224",Iford Landfill,SZ13809350,"413,800","93,500","2,200",England,13,7,"1,992","2,004",UKBMS
"2,225",Jerry's Hole (DTNC),ST87401640,"387,400","116,400",400,England,2,27,"1,988","2,015",UKBMS
"2,226",Kingcombe Pound 'A' (DTNC),SY55409920,"355,400","99,200","1,070",England,6,19,"1,993","2,014",UKBMS
"2,227",Kingcombe Redholm 'B' (DTNC),SY55209890,"355,200","98,900","2,955",England,14,23,"1,989","2,015",UKBMS
"2,228",Kingcombe Stones 'C' (DTNC),SY54909790,"354,900","97,900","2,500",England,12,23,"1,989","2,015",UKBMS
"2,229",Kinson Common,SZ06809640,"406,800","96,400","2,270",England,9,15,"2,000","2,015",UKBMS
"2,230",Lorton Meadows,SY67408270,"367,400","82,700","1,935",England,9,13,"2,001","2,015",UKBMS
"2,231",Lulworth Lake,SY860835,"386,000","83,500","1,800",England,12,17,"1,999","2,015",UKBMS
"2,232",Lydlinch Common (Private),ST73401330,"373,400","113,300","2,175",England,13,9,"1,987","1,995",UKBMS
"2,233",Melbury Down & Wood,ST910195,"391,000","119,500","2,480",England,9,20,"1,996","2,015",UKBMS
"2,234",Milldown (NDDC),ST88200730,"388,200","107,300","2,400",England,6,17,"1,991","2,015",UKBMS
"2,235",Moors Valley,SU10700560,"410,700","105,600","2,045",England,8,24,"1,992","2,015",UKBMS
"2,237",Oaker's Wood (Private),SY80909150,"380,900","91,500","1,880",England,10,4,"1,994","2,000",UKBMS
"2,238",Pamphill Moors (NT),ST99400020,"399,400","100,200","1,578",England,8,23,"1,993","2,015",UKBMS
"2,239",Piddle's Wood (DTNC),ST79601300,"379,600","113,000","3,329",England,11,22,"1,992","2,015",UKBMS
"2,240",Portland Broadcroft (DBC),SY69607200,"369,600","72,000","1,060",England,7,16,"1,994","2,015",UKBMS
"2,241",Portland Perryfields,SY69507130,"369,500","71,300",400,England,5,13,"2,003","2,015",UKBMS
"2,242",Portland Tout (DCC),SY68507250,"368,500","72,500","1,580",England,7,18,"1,992","2,015",UKBMS
"2,244",Powerstock Bridleway,SY540973,"354,000","97,300","1,800",England,8,20,"1,991","2,015",UKBMS
"2,245",Powerstock North (DTNC),SY54309740,"354,300","97,400","1,400",England,7,31,"1,985","2,015",UKBMS
"2,246",Powerstock Poorwood,SY54309740,"354,300","97,400","3,100",England,10,19,"1,993","2,015",UKBMS
"2,247",Powerstock Railway,SY540974,"354,000","97,400","1,600",England,8,17,"1,994","2,015",UKBMS
"2,248",Sopley Common,SZ12909710,"412,900","97,100","2,560",England,10,16,"1,995","2,015",UKBMS
"2,249",Sovell Down (DTNC),ST99201070,"399,200","110,700",945,England,5,31,"1,985","2,015",UKBMS
"2,250",Stour Valley,SZ08409650,"408,400","96,500","3,895",England,11,21,"1,994","2,015",UKBMS
"2,251",Stubhampton Bottom (Private),ST900157,"390,000","115,700","2,900",England,5,26,"1,990","2,015",UKBMS
"2,254",Townsend Quarry (DWT),SZ02507830,"402,500","78,300","1,600",England,10,14,"1,995","2,015",UKBMS
"2,255",Upton Heath North,SY98709500,"398,700","95,000","1,780",England,8,16,"2,000","2,015",UKBMS
"2,256",Upton Heath South,SY990942,"399,000","94,200","1,450",England,7,16,"2,000","2,015",UKBMS
"2,257",West Moors (RAOC),SU090045,"409,000","104,500","3,030",England,1,26,"1,985","2,010",UKBMS
"2,261",Winspit Valley,SY97607700,"397,600","77,000","1,970",England,7,13,"2,001","2,015",UKBMS
"2,266",Cashmoor New Route,ST98601410,"398,600","114,100","2,470",England,8,15,"2,001","2,015",UKBMS
"2,267",Lankham Bottom,ST610003,"361,000","100,300","2,000",England,15,13,"2,003","2,015",UKBMS
"2,268",Wareham Walls,SY920874,"392,000","87,400","1,290",England,9,15,"1,999","2,015",UKBMS
"2,270",Southfield Hog Cliff,SY62809690,"362,800","96,900","2,700",England,8,13,"2,003","2,015",UKBMS
"2,271",Langton Westwood,SY99107940,"399,100","79,400","1,600",England,8,12,"2,002","2,015",UKBMS
"2,272",Mude Valley,SZ18309310,"418,300","93,100","2,171",England,9,13,"2,003","2,015",UKBMS
"2,273",Lydlinch Common (New),ST73501350,"373,500","113,500","2,590",England,15,19,"1,996","2,015",UKBMS
"2,274",Stonebarrow Hill,SY38509330,"338,500","93,300","2,900",England,9,11,"2,005","2,015",UKBMS
"2,278",Alners Gorse,ST73601000,"373,600","110,000","1,727",England,9,11,"2,005","2,015",UKBMS
"2,279",Corfe Common,SY95508100,"395,500","81,000","2,450",England,5,11,"2,005","2,015",UKBMS
"2,280",Stoborough Heath,SY92308540,"392,300","85,400","1,585",England,5,10,"2,006","2,015",UKBMS
"2,281",Thorncombe Wood,SY72709220,"372,700","92,200","2,241",England,10,3,"2,005","2,007",UKBMS
"2,282",Redhill Common LNR,SZ08709540,"408,700","95,400","1,475",England,7,8,"2,006","2,015",UKBMS
